price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,room_type
30,2,0,0,2,201,Private room
200,1,0,0,2,90,Private room
200,1,0,0,2,78,Private room
70,7,2,1.18,1,29,Entire home/apt
1600,2,0,0,1,365,Entire home/apt
125,1,1,0.28,1,0,Entire home/apt
200,1,1,0.26,1,230,Private room
152,2,0,0,1,0,Entire home/apt
35,1,9,2.43,3,316,Entire home/apt
500,1,0,0,1,180,Private room
400,1,0,0,1,0,Private room
59,1,0,0,2,79,Private room
71,1,5,1.46,4,154,Entire home/apt
100,2,1,0.59,2,323,Entire home/apt
550,1,0,0,1,89,Entire home/apt
50,3,1,0.41,26,351,Entire home/apt
150,1,0,0,1,0,Private room
47,20,0,0,1,365,Private room
400,1,0,0,1,90,Private room
200,1,0,0,1,365,Private room
25,3,5,1.53,1,10,Private room
2500,1,0,0,5,365,Private room
100,1,0,0,1,180,Private room
60,1,0,0,1,74,Private room
400,1,0,0,1,365,Entire home/apt
800,1,0,0,1,88,Private room
850,1,0,0,2,179,Private room
41,2,0,0,1,0,Entire home/apt
390,1,0,0,2,0,Private room
300,1,0,0,1,365,Private room
160,2,0,0,1,292,Entire home/apt
135,1,0,0,2,0,Private room
49,2,1,0.27,3,0,Private room
190,1,0,0,2,175,Entire home/apt
300,1,0,0,1,365,Private room
600,2,0,0,1,90,Entire home/apt
500,2,1,0.26,1,365,Private room
1500,1,0,0,1,89,Entire home/apt
42,2,0,0,2,353,Private room
300,1,1,0.26,1,365,Private room
120,1,0,0,1,179,Private room
500,1,0,0,1,81,Shared room
1200,1,0,0,1,0,Entire home/apt
160,2,0,0,1,0,Private room
30,2,0,0,1,332,Private room
300,1,0,0,1,90,Private room
150,2,1,0.29,3,0,Private room
350,1,0,0,1,364,Private room
204,1,0,0,4,180,Private room
50,1,3,1.01,6,0,Private room
500,1,0,0,2,180,Entire home/apt
80,1,17,4.81,11,355,Private room
375,2,6,1.55,1,335,Entire home/apt
80,3,9,2.33,2,59,Entire home/apt
50,1,0,0,6,0,Private room
200,1,0,0,1,364,Entire home/apt
1820,2,0,0,42,0,Entire home/apt
65,1,15,4.05,1,134,Entire home/apt
40,1,4,1.09,1,167,Private room
120,1,22,6.41,11,350,Private room
79,2,13,3.55,2,342,Entire home/apt
400,1,0,0,1,88,Entire home/apt
26,1,3,0.85,1,83,Private room
900,1,0,0,1,365,Private room
200,2,0,0,1,364,Private room
150,1,0,0,3,364,Private room
59,25,0,0,31,364,Private room
70,1,23,6.57,1,0,Entire home/apt
17,1,5,1.36,2,164,Private room
40,2,1,0.28,26,3,Entire home/apt
300,1,0,0,1,365,Private room
62,4,6,1.65,5,51,Private room
47,3,1,0.31,26,343,Entire home/apt
25,1,29,8.45,2,95,Private room
500,1,0,0,1,179,Private room
600,1,0,0,3,1,Private room
100,1,0,0,1,0,Private room
120,3,0,0,3,90,Private room
150,1,1,0.37,1,364,Private room
220,1,0,0,1,0,Private room
100,1,0,0,1,89,Shared room
500,1,0,0,2,140,Shared room
900,1,0,0,1,364,Entire home/apt
500,1,0,0,1,365,Private room
60,2,3,1.1,1,61,Private room
140,5,0,0,4,365,Entire home/apt
150,1,0,0,1,90,Shared room
800,1,0,0,2,0,Entire home/apt
110,2,1,0.68,1,118,Entire home/apt
300,1,0,0,2,179,Private room
450,1,0,0,1,0,Private room
1000,1,0,0,1,89,Private room
350,1,0,0,1,179,Private room
25,2,1,0.4,1,169,Private room
45,1,1,0.3,1,179,Private room
600,1,0,0,1,365,Entire home/apt
200,1,0,0,1,365,Entire home/apt
1000,1,0,0,1,365,Shared room
195,2,0,0,3,83,Private room
1000,1,0,0,2,180,Entire home/apt
500,1,0,0,2,140,Private room
245,2,0,0,3,83,Private room
300,2,0,0,1,178,Private room
500,3,0,0,1,179,Private room
115,1,1,0.27,1,90,Private room
200,1,0,0,1,362,Entire home/apt
450,1,0,0,1,179,Private room
42,2,1,1,1,0,Private room
650,1,0,0,1,48,Entire home/apt
1000,1,0,0,1,180,Private room
40,3,1,0.37,2,0,Entire home/apt
400,2,0,0,2,89,Private room
300,1,0,0,1,89,Private room
750,2,0,0,1,365,Private room
100,1,1,0.27,1,365,Private room
420,1,0,0,1,90,Private room
150,1,0,0,4,0,Entire home/apt
200,1,0,0,2,179,Private room
50,1,5,1.5,3,0,Private room
600,1,0,0,1,364,Entire home/apt
35,1,4,1.25,2,172,Private room
700,2,0,0,1,365,Entire home/apt
55,2,0,0,1,362,Private room
30,5,5,1.88,1,17,Entire home/apt
3000,1,0,0,1,364,Private room
170,1,0,0,1,179,Private room
100,1,0,0,1,230,Private room
50,3,2,0.58,1,355,Entire home/apt
100,3,0,0,1,89,Private room
2000,2,0,0,1,0,Private room
80,3,0,0,2,48,Private room
1000,1,0,0,1,364,Entire home/apt
23,3,6,1.78,1,0,Private room
650,2,0,0,7,0,Entire home/apt
500,1,0,0,1,0,Entire home/apt
100,2,0,0,40,79,Entire home/apt
40,1,0,0,3,365,Private room
350,1,0,0,1,88,Private room
567,1,0,0,1,0,Entire home/apt
45,2,3,0.94,1,319,Private room
369,3,0,0,1,168,Entire home/apt
120,2,1,0.27,1,89,Private room
210,1,0,0,2,168,Private room
580,1,0,0,1,365,Private room
250,1,0,0,1,180,Private room
500,1,0,0,2,89,Private room
150,1,0,0,1,365,Private room
1500,1,0,0,1,365,Shared room
200,1,0,0,2,365,Private room
500,2,0,0,1,355,Entire home/apt
68,3,0,0,1,0,Entire home/apt
950,1,0,0,1,364,Entire home/apt
300,1,0,0,1,364,Private room
300,1,0,0,1,0,Entire home/apt
40,2,1,0.48,2,0,Private room
65,5,0,0,8,364,Shared room
850,1,0,0,2,178,Private room
120,1,8,2.18,11,49,Entire home/apt
200,1,0,0,1,261,Private room
120,4,0,0,1,0,Entire home/apt
40,1,2,2,1,0,Entire home/apt
140,2,0,0,3,90,Private room
38,2,2,0.98,3,163,Private room
140,2,0,0,3,365,Private room
900,1,0,0,1,364,Private room
400,1,0,0,1,179,Entire home/apt
38,2,3,1.8,3,167,Private room
48,2,15,5.7,1,2,Entire home/apt
125,7,0,0,1,0,Entire home/apt
1000,1,0,0,1,365,Entire home/apt
450,1,0,0,1,180,Shared room
95,2,8,2.29,1,142,Entire home/apt
150,4,1,1,1,11,Entire home/apt
80,1,0,0,1,353,Private room
47,5,4,1.07,1,0,Entire home/apt
55,1,11,2.95,1,157,Entire home/apt
59,2,11,3.03,33,350,Entire home/apt
150,1,0,0,2,89,Private room
150,1,0,0,1,365,Private room
60,3,21,6.3,1,46,Entire home/apt
249,1,0,0,1,0,Entire home/apt
110,5,0,0,1,0,Entire home/apt
37,2,5,1.39,1,69,Private room
500,2,0,0,1,73,Entire home/apt
59,4,3,3,2,48,Entire home/apt
66,2,1,0.59,1,0,Entire home/apt
150,1,0,0,1,0,Private room
38,1,4,1.24,1,69,Private room
400,1,0,0,1,365,Private room
770,1,0,0,1,90,Entire home/apt
15,365,0,0,1,365,Private room
250,2,0,0,1,0,Entire home/apt
120,1,8,2.45,11,355,Private room
25,1,21,6.06,1,11,Private room
35,1,1,0.27,1,360,Private room
89,1,22,6.67,6,145,Entire home/apt
400,1,0,0,1,365,Entire home/apt
300,1,0,0,1,88,Private room
400,2,0,0,1,179,Private room
400,1,0,0,1,364,Private room
700,1,0,0,1,89,Entire home/apt
250,1,0,0,1,90,Private room
21,1,1,0.37,3,263,Private room
150,1,1,0.27,1,363,Shared room
40,1,1,0.27,1,0,Private room
60,2,0,0,2,343,Private room
75,1,2,0.58,2,261,Entire home/apt
25,120,0,0,8,261,Private room
69,1,3,1.32,1,339,Entire home/apt
100,2,0,0,1,365,Private room
16,2,0,0,8,322,Private room
300,1,0,0,1,365,Private room
280,3,0,0,6,179,Private room
18,1,0,0,8,215,Private room
187,3,0,0,6,180,Private room
110,1,0,0,1,127,Entire home/apt
16,120,1,0.37,8,251,Private room
18,120,1,0.37,8,0,Private room
350,1,0,0,1,89,Private room
179,2,0,0,1,79,Entire home/apt
85,1,0,0,1,355,Entire home/apt
17,2,11,3.14,2,11,Private room
500,1,0,0,1,365,Private room
350,1,0,0,1,114,Private room
100,1,0,0,6,0,Private room
165,10,4,3.75,34,187,Entire home/apt
250,1,0,0,1,365,Private room
500,1,0,0,1,179,Entire home/apt
50,30,0,0,1,83,Private room
125,1,1,0.27,3,365,Private room
100,1,1,1,1,0,Private room
500,1,0,0,1,180,Private room
300,1,0,0,1,362,Private room
80,1,10,2.91,11,337,Private room
55,1,5,1.34,11,335,Private room
1500,1,0,0,1,90,Entire home/apt
350,1,0,0,2,365,Private room
75,2,11,3.24,1,163,Entire home/apt
50,2,8,2.67,1,93,Entire home/apt
2000,1,0,0,1,364,Entire home/apt
21,1,0,0,3,365,Shared room
300,1,0,0,1,365,Private room
120,2,12,3.5,1,164,Entire home/apt
2550,2,0,0,1,0,Entire home/apt
500,1,0,0,1,365,Private room
550,1,0,0,1,0,Entire home/apt
350,7,0,0,12,114,Entire home/apt
227,1,0,0,1,17,Entire home/apt
250,2,0,0,1,364,Entire home/apt
499,1,4,1.09,1,74,Entire home/apt
600,1,0,0,1,180,Entire home/apt
70,2,10,3.23,3,56,Entire home/apt
500,1,0,0,1,365,Private room
300,1,0,0,1,364,Private room
200,1,0,0,1,364,Entire home/apt
600,1,0,0,1,365,Private room
50,1,1,0.4,2,0,Private room
200,2,0,0,1,90,Private room
500,1,0,0,1,179,Private room
100,1,0,0,1,364,Private room
1500,1,0,0,1,269,Entire home/apt
230,1,0,0,1,89,Private room
118,1,1,0.27,1,88,Private room
73,4,2,0.59,1,0,Entire home/apt
1000,1,0,0,1,365,Private room
70,2,2,0.63,1,144,Entire home/apt
42,3,6,2.14,11,339,Entire home/apt
22,2,1,0.43,2,97,Private room
550,2,0,0,1,0,Private room
30,1,0,0,1,3,Private room
120,1,0,0,1,365,Private room
80,1,0,0,1,177,Private room
1000,1,0,0,1,365,Entire home/apt
400,1,0,0,2,81,Entire home/apt
600,1,0,0,1,365,Private room
250,2,0,0,1,363,Private room
400,1,0,0,1,365,Private room
48,2,5,1.36,1,47,Entire home/apt
500,1,0,0,1,180,Private room
300,1,0,0,2,0,Private room
1500,2,0,0,1,0,Entire home/apt
200,1,0,0,1,89,Entire home/apt
80,1,16,7.38,1,165,Entire home/apt
35,1,15,4.37,2,92,Private room
6000,1,0,0,1,261,Entire home/apt
130,2,7,2.1,1,222,Entire home/apt
600,1,0,0,1,90,Private room
500,1,0,0,1,89,Private room
220,2,0,0,1,0,Entire home/apt
300,1,0,0,1,365,Entire home/apt
300,1,0,0,1,180,Private room
62,3,5,1.6,11,255,Private room
250,1,0,0,2,365,Private room
45,4,1,0.28,3,365,Shared room
85,1,3,0.89,8,345,Entire home/apt
199,1,0,0,3,179,Private room
60,3,0,0,1,0,Private room
90,1,0,0,2,362,Private room
600,1,0,0,1,180,Private room
240,1,0,0,3,179,Private room
180,1,0,0,3,179,Private room
150,1,0,0,1,179,Private room
175,1,0,0,1,89,Private room
100,3,1,0.31,2,323,Entire home/apt
35,2,1,0.29,1,0,Private room
140,3,0,0,1,0,Private room
600,1,0,0,2,178,Entire home/apt
195,1,0,0,1,89,Private room
120,2,0,0,1,365,Private room
40,2,4,1.25,1,312,Entire home/apt
920,1,0,0,1,365,Entire home/apt
250,2,0,0,9,11,Entire home/apt
55,5,1,0.49,1,150,Entire home/apt
300,1,0,0,2,364,Private room
295,1,0,0,1,0,Private room
950,1,0,0,1,140,Private room
16,1,1,0.37,1,0,Private room
820,2,0,0,1,89,Entire home/apt
50,1,4,1.17,2,20,Private room
250,2,0,0,1,90,Private room
300,1,0,0,2,179,Private room
65,2,28,7.71,1,121,Entire home/apt
150,1,0,0,1,0,Private room
250,1,0,0,3,47,Private room
350,1,0,0,1,365,Entire home/apt
250,15,1,0.27,25,365,Entire home/apt
400,2,0,0,1,89,Entire home/apt
22,2,3,0.83,1,0,Private room
450,1,0,0,1,179,Private room
50,3,5,2.08,1,55,Entire home/apt
300,1,0,0,1,365,Private room
250,1,0,0,1,180,Private room
250,1,5,1.83,1,84,Entire home/apt
999,1,0,0,1,89,Private room
250,1,0,0,3,83,Private room
289,1,0,0,1,365,Private room
2000,1,0,0,1,89,Entire home/apt
400,1,0,0,2,89,Private room
200,3,0,0,1,46,Entire home/apt
500,1,0,0,1,179,Private room
200,1,0,0,1,365,Private room
75,1,1,0.27,1,365,Private room
80,2,0,0,1,28,Entire home/apt
700,1,0,0,1,90,Private room
250,1,0,0,1,365,Private room
900,1,0,0,1,89,Entire home/apt
1800,1,0,0,1,179,Private room
600,1,0,0,1,364,Private room
80,1,1,0.27,1,0,Private room
65,3,14,4.16,1,142,Entire home/apt
400,1,0,0,1,89,Private room
25,1,0,0,1,322,Private room
180,1,0,0,2,364,Private room
40,1,2,2,1,78,Private room
150,2,0,0,1,79,Entire home/apt
36,2,26,7.09,1,347,Private room
600,1,0,0,1,90,Private room
1000,1,0,0,1,90,Entire home/apt
6000,1,0,0,1,365,Entire home/apt
120,2,2,0.53,2,1,Entire home/apt
30,1,4,1.24,1,8,Private room
180,2,0,0,1,365,Entire home/apt
300,1,0,0,1,261,Private room
399,1,0,0,1,261,Private room
1350,1,0,0,1,0,Private room
650,1,0,0,1,365,Entire home/apt
450,1,0,0,2,365,Private room
65,2,13,3.55,20,241,Entire home/apt
800,1,0,0,1,89,Private room
350,1,0,0,2,363,Private room
80,3,6,1.64,1,160,Entire home/apt
190,2,0,0,1,364,Entire home/apt
40,1,0,0,1,364,Private room
600,1,0,0,1,0,Entire home/apt
42,7,0,0,2,0,Private room
200,1,0,0,1,365,Private room
1100,2,0,0,1,365,Private room
500,1,0,0,1,365,Private room
130,1,4,2.18,6,335,Entire home/apt
50,1,1,0.27,2,5,Private room
600,1,0,0,1,365,Private room
950,1,0,0,1,365,Private room
500,1,0,0,1,363,Private room
650,1,0,0,1,90,Private room
500,1,0,0,1,179,Private room
169,1,0,0,1,0,Entire home/apt
1000,1,0,0,1,90,Entire home/apt
120,2,0,0,2,90,Private room
150,1,0,0,1,0,Private room
500,1,0,0,2,365,Private room
43,2,0,0,1,73,Private room
80,1,0,0,2,359,Entire home/apt
55,3,3,0.8,5,95,Entire home/apt
45,1,3,0.87,1,80,Entire home/apt
650,1,0,0,1,180,Private room
400,2,0,0,2,0,Entire home/apt
130,3,2,0.62,1,112,Entire home/apt
1000,1,0,0,1,0,Entire home/apt
120,2,0,0,2,365,Private room
300,1,0,0,1,137,Private room
33,2,0,0,3,0,Shared room
95,3,12,3.53,1,47,Entire home/apt
750,1,0,0,1,365,Private room
390,1,0,0,4,180,Private room
350,1,0,0,1,179,Private room
500,1,0,0,2,179,Private room
75,1,8,2.4,1,167,Entire home/apt
90,2,6,1.88,3,157,Entire home/apt
45,1,2,0.55,1,0,Entire home/apt
200,1,0,0,1,365,Shared room
250,1,0,0,1,365,Private room
1000,1,0,0,1,90,Private room
45,2,4,1.2,1,322,Private room
65,1,13,3.75,1,129,Entire home/apt
36,3,0,0,4,0,Private room
150,2,0,0,1,0,Private room
35,3,0,0,4,3,Private room
50,2,1,0.27,2,0,Private room
30,1,1,0.27,1,37,Private room
350,1,0,0,1,89,Private room
50,1,1,0.34,6,343,Private room
25,1,1,0.4,1,359,Private room
3000,2,0,0,1,179,Private room
69,1,15,4.13,3,97,Entire home/apt
61,1,3,1.76,110,350,Entire home/apt
42,7,2,2,3,168,Private room
75,1,6,1.64,1,0,Entire home/apt
1000,3,0,0,1,89,Entire home/apt
90,1,3,0.82,1,265,Entire home/apt
1100,1,0,0,1,89,Entire home/apt
49,1,0,0,110,0,Entire home/apt
900,1,0,0,1,0,Entire home/apt
115,1,0,0,1,79,Entire home/apt
400,1,0,0,1,365,Shared room
300,1,0,0,1,365,Private room
300,1,0,0,1,179,Private room
3000,1,0,0,1,0,Shared room
20,3,6,2.57,29,0,Private room
800,1,0,0,1,88,Entire home/apt
500,1,0,0,1,0,Entire home/apt
25,2,3,0.85,1,0,Private room
500,1,0,0,1,365,Private room
20,3,8,3.12,29,0,Private room
400,1,1,0.31,1,3,Private room
20,3,2,1.4,29,0,Private room
20,3,4,1.62,29,0,Private room
20,3,4,1.82,29,0,Private room
200,1,0,0,1,179,Private room
100,1,0,0,6,0,Private room
1000,1,0,0,1,179,Private room
20,3,9,3.55,29,0,Private room
18,1,6,1.71,1,8,Private room
20,3,4,1.67,29,0,Private room
150,1,0,0,1,365,Private room
100,1,2,0.6,6,0,Private room
120,2,8,3.04,1,0,Entire home/apt
20,3,3,1.22,29,0,Private room
999,2,1,1,1,47,Private room
185,14,0,0,25,365,Entire home/apt
100,1,1,0.28,1,137,Private room
2950,1,0,0,1,90,Entire home/apt
1500,1,0,0,1,365,Private room
120,2,1,0.27,1,365,Private room
75,1,7,1.91,1,308,Entire home/apt
180,2,1,0.27,1,90,Private room
300,1,0,0,4,180,Private room
30,2,1,0.37,1,294,Private room
30,1,5,1.38,1,0,Private room
200,1,0,0,2,365,Private room
35,1,8,2.5,5,93,Entire home/apt
400,1,0,0,1,180,Private room
500,1,0,0,1,0,Entire home/apt
500,2,0,0,1,76,Entire home/apt
60,1,1,0.27,1,363,Private room
1262,1,1,0.32,124,287,Entire home/apt
50,6,0,0,3,0,Entire home/apt
25,1,1,0.31,2,264,Private room
900,1,0,0,1,180,Entire home/apt
70,1,21,6.12,1,88,Entire home/apt
250,1,0,0,1,0,Private room
55,1,2,0.58,2,356,Private room
55,1,0,0,2,171,Private room
300,1,0,0,1,365,Entire home/apt
800,3,0,0,1,180,Entire home/apt
400,1,0,0,1,90,Private room
125,1,0,0,1,365,Private room
290,1,0,0,1,363,Hotel room
55,4,1,0.27,1,319,Entire home/apt
40,1,0,0,1,365,Private room
600,1,0,0,1,179,Private room
150,1,0,0,3,365,Private room
900,1,0,0,1,364,Private room
500,1,0,0,1,365,Private room
300,2,0,0,1,90,Private room
50,1,5,1.81,1,13,Entire home/apt
125,1,0,0,1,90,Private room
1500,2,0,0,1,365,Entire home/apt
35,1,2,0.54,1,86,Private room
259,1,0,0,1,365,Private room
200,1,1,0.27,3,365,Private room
200,1,0,0,1,90,Hotel room
60,1,1,0.27,1,363,Private room
130,3,1,0.37,56,340,Entire home/apt
84,1,10,3.06,58,99,Entire home/apt
50,2,0,0,3,365,Shared room
40,1,0,0,2,0,Private room
150,1,1,0.28,1,323,Entire home/apt
600,1,0,0,1,365,Entire home/apt
79,1,13,3.75,46,50,Entire home/apt
110,1,2,0.54,1,0,Private room
150,1,0,0,2,176,Entire home/apt
1500,1,0,0,1,90,Private room
250,1,0,0,2,0,Entire home/apt
1000,1,0,0,1,90,Private room
150,1,0,0,1,89,Private room
35,1,0,0,1,0,Private room
90,1,24,6.61,32,39,Entire home/apt
500,1,0,0,1,365,Private room
1000,1,0,0,1,365,Private room
225,1,0,0,1,365,Private room
500,2,0,0,1,365,Entire home/apt
600,1,0,0,1,365,Private room
21,1,21,6.06,2,16,Private room
30,1,15,4.29,2,161,Private room
3500,2,0,0,1,363,Entire home/apt
45,1,19,5.43,1,23,Entire home/apt
135,1,0,0,1,304,Private room
3990,1,0,0,1,180,Entire home/apt
70,2,0,0,1,90,Private room
100,1,1,0.27,1,365,Private room
1200,1,0,0,1,365,Private room
1111,1,0,0,1,88,Private room
226,1,0,0,1,179,Private room
200,1,0,0,1,90,Private room
100,3,0,0,1,78,Entire home/apt
75,1,0,0,1,0,Private room
350,1,0,0,1,0,Entire home/apt
150,2,0,0,1,123,Entire home/apt
25,1,0,0,3,88,Shared room
100,1,11,2.97,11,351,Private room
250,1,0,0,1,0,Entire home/apt
31,3,0,0,6,232,Private room
55,1,0,0,110,314,Entire home/apt
1000,1,0,0,1,365,Entire home/apt
700,1,0,0,1,90,Entire home/apt
850,2,0,0,1,365,Entire home/apt
120,3,13,3.48,2,73,Entire home/apt
1262,1,1,0.27,124,316,Entire home/apt
150,1,0,0,2,146,Entire home/apt
200,1,0,0,1,365,Private room
500,1,0,0,1,111,Private room
55,2,8,2.67,1,296,Entire home/apt
50,2,0,0,1,365,Private room
150,1,1,0.27,1,180,Private room
52,1,8,2.18,1,0,Private room
46,1,24,6.86,1,74,Private room
60,1,0,0,1,0,Private room
500,1,0,0,2,180,Private room
1000,1,0,0,1,364,Entire home/apt
100,1,1,0.27,1,87,Private room
500,4,0,0,1,363,Private room
250,1,0,0,1,365,Entire home/apt
61,1,0,0,1,365,Private room
110,2,3,0.83,1,0,Entire home/apt
33,3,0,0,3,365,Shared room
90,2,3,0.88,1,0,Entire home/apt
100,2,1,0.27,3,0,Entire home/apt
39,1,0,0,2,0,Private room
69,2,12,3.83,1,276,Entire home/apt
400,2,0,0,1,0,Entire home/apt
350,1,0,0,1,90,Private room
270,3,0,0,1,365,Entire home/apt
300,2,0,0,1,6,Private room
80,1,0,0,1,172,Private room
150,1,0,0,1,0,Private room
140,1,23,6.33,32,48,Entire home/apt
500,2,0,0,1,365,Entire home/apt
70,4,8,2.35,1,153,Entire home/apt
60,3,4,1.1,5,8,Private room
700,1,0,0,1,365,Entire home/apt
140,1,32,9.23,32,47,Entire home/apt
25,1,13,6.5,1,39,Entire home/apt
250,1,0,0,2,180,Private room
800,1,0,0,1,90,Entire home/apt
19,1,3,1.07,1,353,Private room
150,1,1,0.27,2,79,Private room
40,3,0,0,1,361,Private room
75,1,0,0,7,219,Entire home/apt
300,1,0,0,1,365,Private room
600,1,0,0,1,365,Private room
89,1,0,0,8,0,Hotel room
300,1,0,0,1,365,Entire home/apt
63,1,3,0.83,110,326,Entire home/apt
79,2,5,1.36,1,47,Entire home/apt
300,1,0,0,1,365,Private room
50,1,9,2.81,36,1,Entire home/apt
100,2,0,0,3,245,Entire home/apt
460,1,0,0,2,365,Private room
50,2,1,0.28,1,86,Private room
750,1,0,0,1,179,Private room
750,1,0,0,1,365,Private room
500,1,0,0,1,365,Private room
90,1,0,0,6,355,Entire home/apt
80,1,0,0,1,180,Private room
60,6,1,1,1,76,Entire home/apt
40,1,0,0,1,364,Private room
500,1,0,0,1,365,Entire home/apt
600,1,0,0,1,365,Private room
1200,1,0,0,1,364,Entire home/apt
53,1,0,0,110,0,Entire home/apt
79,1,1,0.49,46,142,Hotel room
60,1,6,2.2,6,117,Entire home/apt
70,1,24,6.55,1,139,Entire home/apt
800,1,0,0,1,365,Private room
200,1,0,0,1,364,Private room
30,1,5,1.36,1,348,Private room
120,1,0,0,1,365,Private room
40,1,0,0,6,343,Private room
300,1,0,0,1,365,Private room
1200,1,0,0,1,0,Private room
600,1,0,0,2,364,Private room
100,1,0,0,1,365,Private room
700,1,0,0,1,365,Private room
150,1,0,0,2,292,Private room
25,2,0,0,2,0,Private room
500,1,0,0,1,12,Entire home/apt
131,2,6,2.43,42,250,Entire home/apt
150,1,0,0,2,365,Private room
55,3,6,1.65,26,355,Entire home/apt
32,1,1,0.27,4,364,Private room
200,5,0,0,1,365,Entire home/apt
23,1,9,3.25,1,261,Private room
50,2,1,0.29,1,88,Private room
3000,1,0,0,1,365,Entire home/apt
40,1,4,1.33,1,362,Private room
18,1,0,0,1,359,Private room
40,1,6,2.34,1,281,Private room
60,3,1,1,1,306,Entire home/apt
350,1,0,0,1,365,Private room
3000,1,0,0,1,365,Entire home/apt
600,2,0,0,1,365,Entire home/apt
600,1,0,0,2,365,Private room
35,1,9,2.67,1,0,Private room
1900,1,0,0,2,179,Private room
60,1,6,1.78,2,135,Entire home/apt
37,1,5,1.36,1,335,Private room
500,1,0,0,1,364,Private room
39,4,0,0,2,362,Private room
50,1,0,0,1,90,Private room
800,1,0,0,2,179,Private room
300,1,0,0,3,90,Private room
136,1,0,0,1,365,Private room
900,1,0,0,1,365,Private room
80,1,0,0,3,337,Private room
300,1,0,0,3,90,Private room
200,1,0,0,1,365,Private room
300,1,0,0,1,364,Entire home/apt
60,2,3,0.87,1,272,Entire home/apt
69,1,4,1.11,4,339,Entire home/apt
55,2,1,1,1,172,Private room
65,1,0,0,1,365,Private room
150,1,0,0,1,180,Private room
30,3,10,2.97,2,305,Private room
30,3,7,1.91,2,308,Private room
100,1,3,0.82,1,292,Private room
120,2,0,0,1,14,Entire home/apt
30,2,2,0.6,1,0,Private room
35,2,2,0.73,1,0,Private room
350,1,0,0,1,365,Entire home/apt
2500,1,0,0,1,365,Entire home/apt
75,1,0,0,1,0,Private room
93,5,1,1,1,122,Entire home/apt
70,5,0,0,1,316,Entire home/apt
400,1,0,0,1,0,Entire home/apt
600,1,0,0,1,364,Entire home/apt
100,1,0,0,2,90,Private room
26,2,1,1,1,30,Private room
900,1,0,0,3,109,Private room
100,1,0,0,1,0,Entire home/apt
82,1,4,1.74,3,66,Entire home/apt
25,1,8,2.29,1,64,Private room
450,1,0,0,3,109,Private room
600,1,0,0,1,180,Private room
98,1,8,3.08,19,308,Entire home/apt
35,1,5,1.36,1,0,Private room
750,1,0,0,1,365,Private room
150,1,0,0,1,365,Private room
200,1,0,0,1,365,Shared room
800,1,0,0,1,180,Private room
105,3,3,1.76,1,61,Entire home/apt
98,1,17,5.6,19,306,Entire home/apt
100,1,0,0,1,180,Private room
400,1,0,0,1,0,Private room
40,1,0,0,1,0,Private room
45,5,4,1.19,1,0,Entire home/apt
35,1,0,0,2,0,Private room
120,1,4,1.14,7,78,Entire home/apt
90,1,3,2.73,1,0,Entire home/apt
28,1,0,0,1,0,Private room
23,1,3,0.87,5,0,Private room
25,6,1,0.34,21,0,Private room
48,1,7,1.96,1,0,Private room
50,1,1,0.41,6,0,Private room
66,1,3,1.48,1,16,Entire home/apt
56,1,5,1.46,1,89,Private room
30,2,5,1.52,1,0,Private room
100,2,2,0.63,1,173,Entire home/apt
50,1,0,0,1,5,Entire home/apt
79,6,1,0.32,3,159,Entire home/apt
79,3,0,0,3,169,Entire home/apt
125,1,5,1.47,1,359,Entire home/apt
54,2,7,2.04,3,145,Entire home/apt
25,10,1,0.43,1,0,Shared room
28,2,10,3.13,1,172,Private room
40,1,9,3.6,1,41,Private room
100,1,0,0,1,365,Private room
100,2,0,0,43,276,Entire home/apt
95,3,4,1.62,9,88,Entire home/apt
20,1,15,4.84,12,69,Private room
50,2,1,0.31,1,79,Private room
85,2,3,1.01,9,60,Entire home/apt
38,2,7,2.36,1,57,Private room
50,1,11,3.06,1,21,Entire home/apt
120,1,3,0.87,8,305,Entire home/apt
55,3,1,0.86,13,143,Entire home/apt
95,3,8,2.76,9,81,Entire home/apt
69,2,7,2.19,1,277,Entire home/apt
95,3,4,1.62,9,96,Entire home/apt
195,3,0,0,2,289,Entire home/apt
60,3,9,3.29,13,112,Entire home/apt
39,1,1,1,1,88,Private room
25,2,0,0,1,261,Private room
114,3,6,1.75,5,195,Entire home/apt
24,2,2,0.6,1,0,Private room
40,1,0,0,1,85,Private room
30,1,0,0,1,350,Private room
45,5,2,0.59,26,44,Entire home/apt
100,1,0,0,1,90,Private room
40,2,4,1.35,1,11,Private room
28,3,5,1.85,3,48,Private room
15,10,2,0.71,5,0,Private room
88,1,1,0.35,12,350,Hotel room
48,1,0,0,1,145,Private room
25,2,0,0,1,0,Private room
95,3,8,2.7,9,92,Entire home/apt
95,3,4,1.6,9,92,Entire home/apt
140,3,8,2.53,1,50,Entire home/apt
19,1,4,1.6,1,0,Private room
42,2,1,0.5,1,0,Private room
90,2,19,5.38,2,61,Entire home/apt
215,1,1,0.29,1,292,Entire home/apt
50,1,0,0,2,3,Entire home/apt
108,1,0,0,47,312,Entire home/apt
99,1,2,2,47,324,Entire home/apt
30,2,1,0.29,1,0,Private room
25,1,18,5.51,1,0,Private room
30,1,24,9.47,2,43,Private room
20,12,0,0,3,137,Private room
85,4,0,0,15,167,Entire home/apt
400,1,0,0,2,365,Private room
40,1,0,0,1,266,Private room
